STREET,CITY,ZIP CODE,ZIP+4,ADDRESS,LATS,LONGS,NAME,FILING_REQ_CD,EIN,ASSET_CD,TAX_PERIOD,NTEE_CD,PF_FILING_REQ_CD,REVENUE_AMT,SUBSECTION,ACTIVITY,ORGANIZATION,STATUS,FOUNDATION,ICO,CLASSIFICATION,INCOME_AMT,STATE,ACCT_PD,ASSET_AMT,SORT_NAME,AFFILIATION,DEDUCTIBILITY,RULING_YEAR,RULING_MONTH,INCOME_CD
15762 CLAIRE CT,MACOMB,48042,4024,"15762 CLAIRE CT, MACOMB , MI, 48042",42.6757013,-82.9692716,SOCIAL RESOURCES INCORPORATED,1,382049152,6,201209,P82Z,0,2761062,3,994000000,1,1,16,,1000,2761062,MI,9,3107739,,3,1,1974,10,6
G5069 VAN SLYKE ROAD,FLINT,48507,0,"G5069 VAN SLYKE ROAD, FLINT , MI, 48507",42.9671403,-83.7125797,VOCATIONAL INDEPENDENCE PROGRAM VIP,1,381558541,6,201309,P82Z,0,2846632,3,59160000,5,1,15,,1000,2846632,MI,9,2368661,,3,1,1956,2,6
4095 LEGACY PKWY STE 500,LANSING,48911,4264,"4095 LEGACY PKWY STE 500, LANSING , MI, 48911",42.680681,-84.507189,MICHIGAN PROTECTION AND ADVOCACY SERVICE,1,382372756,6,201309,P82Z,0,3663494,3,559000000,1,1,15,,1000,3663494,MI,9,1386168,,3,1,1982,4,6
16125 DIX TOLEDO RD,SOUTHGATE,48195,2948,"16125 DIX TOLEDO RD, SOUTHGATE , MI, 48195",42.2041334,-83.2069266,ARKAY INC,1,382577464,6,201309,P82Z,0,4307339,3,149000000,1,1,15,,1000,4311610,MI,9,3253556,,3,1,1985,9,6
150 DENBY ST,ROMEO,48065,5226,"150 DENBY ST, ROMEO , MI, 48065",42.8018468,-83.0093101,DEVELOPMENTAL ESSENTIAL SERVICES,1,382894548,6,201309,P82Z,0,4560399,3,149000000,1,1,15,% DION SCHARF,1000,4569986,MI,9,1272524,,3,1,1991,4,6
1145 WESLEY AVE,MUSKEGON,49442,2197,"1145 WESLEY AVE, MUSKEGON , MI, 49442",43.2414473,-86.2150115,PIONEER RESOURCES INC,1,381367329,7,201309,P82Z,0,5178844,3,166000000,1,1,15,,1000,5178844,MI,9,5516771,PIONEER RESOURCES,3,1,1982,8,7
202 MORSE ST,COLDWATER,49036,1477,"202 MORSE ST, COLDWATER , MI, 49036",41.9459254,-84.9955497,ADAPT INCORPORATED,1,382067327,7,201309,P82Z,0,6094538,3,160000000,1,1,16,,1000,6098036,MI,9,5149513,,6,1,1998,6,7
PO BOX 68327,GRAND RAPIDS,49516,8327,"PO BOX 68327, GRAND RAPIDS , MI, 49516",42.96,-85.63,THRESHOLDS INC,1,382063018,6,201309,P82Z,0,12016935,3,994160000,1,1,15,,1000,12016935,MI,9,3824428,,3,1,1976,4,8
2941 S GULLEY RD,DEARBORN,48124,3160,"2941 S GULLEY RD, DEARBORN , MI, 48124",42.2899145,-83.2851223,SERVICES TO ENHANCE POTENTIAL,1,237289763,8,201309,P82Z,0,16143863,3,160000000,1,1,15,% ROBERT M DAVIDGE,1000,16153502,MI,9,13846680,,3,1,1976,11,8
PO BOX 482,MAYVILLE,48744,482,"PO BOX 482, MAYVILLE , MI, 48744",43.3369682,-83.3524502,PIECES IN A BASKET,2,870785235,0,201312,P83,0,0,3,0,5,1,16,% LOIS ROZUMNY,1000,0,MI,12,0,,3,1,2011,10,0
2055 COLUMBIA AVE E,BATTLE CREEK,49014,6378,"2055 COLUMBIA AVE E, BATTLE CREEK , MI, 49014",42.3090464,-85.1505157,WOMENS NETWORK INC,1,262699012,3,201303,P83,0,215426,3,0,1,1,15,% MARY ANN TAYLOR,1000,223863,MI,3,91111,WOMAN COOP,3,1,2008,11,4
517 E MAIN ST,LOWELL,49331,1717,"517 E MAIN ST, LOWELL , MI, 49331",42.935643,-85.33346,ALPHA WOMENS CENTER OF LOWELL,2,61809255,0,201309,P83,0,0,3,0,1,1,15,% DEBRA KARASIEWICZ,1200,0,MI,9,0,,3,1,2007,9,0
19182 ROGGE ST,DETROIT,48234,3025,"19182 ROGGE ST, DETROIT , MI, 48234",42.435093,-83.029318,SISTERS MAKING IT HAPPEN FOUNDATION,1,264108381,2,201112,P83,0,84184,3,0,1,1,15,% KARLA MITCHELL,1200,84184,MI,12,15875,,3,1,2010,8,3
2895 W GRAND RIV AVE,HOWELL,48843,8538,"2895 W GRAND RIV AVE, HOWELL , MI, 48843",42.6190865,-83.9726986,WOMENS RESOURCE CENTER,0,382262728,4,201109,P83Z,0,301339,3,560000000,1,1,15,,1000,301339,MI,9,155845,,3,1,1982,1,4
423 PORTER ST,PETOSKEY,49770,2844,"423 PORTER ST, PETOSKEY , MI, 49770",45.367812,-84.967087,WOMENS RESOURCE CENTER OF NORTHERN MICHIGAN,1,382302164,6,201309,P83Z,0,2578911,3,560000000,1,1,15,,1000,2622349,MI,9,4046864,,3,1,1983,8,6
5202 LENNON RD,FLINT,48507,1046,"5202 LENNON RD, FLINT , MI, 48507",42.9879869,-83.780042,SHEPARDS FIELD LADIES ASSOCIATION,2,113670250,0,201212,P84,0,0,3,0,1,1,15,% MARY ABUAITA,1000,0,MI,12,0,,3,1,2004,9,0
1012 N WALNUT ST,LANSING,48906,5061,"1012 N WALNUT ST, LANSING , MI, 48906",42.745337,-84.556209,LANSING LATINO HEALTH ALLIANCE,2,263616571,0,201312,P84,0,0,3,0,1,1,15,% OLGA HERNANDEZ PATINO,1000,0,MI,12,0,,3,1,2009,5,0
PO BOX 27505,LANSING,48909,505,"PO BOX 27505, LANSING , MI, 48909",42.68,-84.5,SGU VETERANS AND FAMILIES OF MICHIGAN INC,2,300059492,1,201312,P84,0,0,3,0,1,1,15,% CHONGCHER C XIONG,1000,0,MI,12,929,,3,1,2002,8,0
15075 LINCOLN ST APT 700,OAK PARK,48237,4121,"15075 LINCOLN ST APT 700, OAK PARK , MI, 48237",42.480327,-83.198109,CHILDREN MAKING TOMORROW INC,2,331199177,0,201212,P84,0,0,3,0,1,1,15,% ELVIRA NIKOLAVSKY,1000,0,MI,12,0,CHIMATO,3,1,2009,3,0
6 CHERRY HILL CT,DEARBORN,48124,1115,"6 CHERRY HILL CT, DEARBORN , MI, 48124",42.3121175,-83.2511338,AID & SOCIAL SERVICES FOR IRAQI SUPPORT & TRAINING ASSIST,2,371467108,0,201209,P84,0,0,3,0,1,1,15,% ASSIST,1000,0,MI,9,0,ASSIST,3,1,2004,8,0
PO BOX 44593,DETROIT,48244,593,"PO BOX 44593, DETROIT , MI, 48244",42.29,-83.14,JAMAICAN ASSOCIATION OF MICHIGAN,2,383263175,0,201312,P84,0,0,3,0,1,1,16,% ELAINE JENKINS,1000,0,MI,12,0,,3,1,1999,3,0
3000 TOWN CENTER STE 501,SOUTHFIELD,48075,1102,"3000 TOWN CENTER STE 501, SOUTHFIELD , MI, 48075",42.4779189,-83.244309,IRAQI HUMAN RIGHTS SOCIETY,2,383487324,0,201312,P84,0,0,3,0,1,1,15,% VENAR R AYAR,1000,0,MI,12,0,,3,1,2013,11,0
PO BOX 51334,KALAMAZOO,49005,1334,"PO BOX 51334, KALAMAZOO , MI, 49005",42.29,-85.58,LEMKIN HOUSE,2,452325906,0,201312,P84,0,0,3,0,1,1,15,% MAIA JUSTINE STORM,1000,0,MI,12,0,,3,1,2011,9,0
15175 CHETWYN DR,LANSING,48906,1315,"15175 CHETWYN DR, LANSING , MI, 48906",42.7961069,-84.5311029,WELCOMING OF REFUGEES FOR LANSING DEVELOPMENT WORLD COALITION,2,452583862,0,201312,P84,0,0,3,0,1,1,15,% NANCI VUE,1000,0,MI,12,0,,3,1,2011,10,0
325 E GRAND RIVER AVE STE 275,EAST LANSING,48823,4378,"325 E GRAND RIVER AVE STE 275, EAST LANSING , MI, 48823",42.734569,-84.4804723,TURKISH RESOURCE CENTER OF NORTH AMERICA,1,455391593,1,201212,P84,0,0,3,0,1,1,15,% JIM SMIERTKA,1000,0,MI,12,1,,3,1,2014,4,0
1407 FERDON RD,ANN ARBOR,48104,4412,"1407 FERDON RD, ANN ARBOR , MI, 48104",42.264239,-83.725111,AMERICAN ROMANIAN FESTIVAL,2,205576024,1,201306,P84,0,3507,3,0,1,1,15,% MARIAN TANAU,1000,3507,MI,6,6796,,3,1,2007,3,1
PO BOX 1423,TROY,48099,1423,"PO BOX 1423, TROY , MI, 48099",42.560773,-83.1475027,ARADEN AID SOCIETY,2,383373879,3,201212,P84,0,4630,3,0,1,1,15,% PETE RAIS,1000,11330,MI,12,97353,,3,1,2000,2,2
PO BOX 11058,LANSING,48901,1058,"PO BOX 11058, LANSING , MI, 48901",42.7327,-84.5557199,SOUTHERN SUDAN RESCUE AND RELIEF ASSOCIATION,2,562357311,2,201312,P84,0,5170,3,0,1,1,15,% PETER P KUOT,1000,5170,MI,12,11917,,3,1,2004,9,1
18308 MACARTHUR,REDFORD,48240,1945,"18308 MACARTHUR, REDFORD , MI, 48240",42.422302,-83.303959,PROVIDENTIAL SUPPORT SERVICES INC,2,113773485,1,201312,P84,0,33000,3,0,1,1,15,% UCHENNA AJAERO,1000,33000,MI,12,1080,,3,1,2007,8,3
PO BOX 1425,TROY,48099,1425,"PO BOX 1425, TROY , MI, 48099",42.560773,-83.1475027,THE AMERICAN SYRIAN ARAB CULTURAL ASSOCIATION,1,383274418,3,201312,P84,0,114438,3,0,1,1,16,,1000,144890,MI,12,86707,,3,1,2003,1,4
3881 PINE KNOLL DR,OKEMOS,48864,3767,"3881 PINE KNOLL DR, OKEMOS , MI, 48864",42.693899,-84.414219,FAMILY & COMMUNITY DEVELOPMENT SERVICE,1,383230478,4,201312,P84,0,126235,3,995165000,1,1,15,% JANINE S JANOUDI,1000,126235,MI,12,150376,,3,1,1996,1,4
122 S PENNSYLVANIA AVE,LANSING,48912,1802,"122 S PENNSYLVANIA AVE, LANSING , MI, 48912",42.732846,-84.538538,REFUGEE DEVELOPMENT CENTER,1,263936253,4,201312,P84,0,366585,3,0,1,1,15,,1000,366585,MI,12,127000,,3,1,2009,4,4
2314 E MICHIGAN AVE,LANSING,48912,0,"2314 E MICHIGAN AVE, LANSING , MI, 48912",42.7335747,-84.5180312,HORN AFRICA COMMUNITY CENTER OF GREATER LANSING,2,461165121,0,,P84,0,,3,0,1,1,15,,1000,,MI,12,,,3,1,2014,4,0
PO BOX 1903,BIRMINGHAM,48012,1903,"PO BOX 1903, BIRMINGHAM , MI, 48012",42.5438843,-83.2042356,GLOBAL MULTICULTURAL COMMUNITY SERVICES INC,2,264080926,1,201312,P84,0,0,3,0,1,1,15,% SONIA LEE,1200,0,MI,12,1,,3,1,2009,6,0
3823 PALMER ST,LANSING,48910,4428,"3823 PALMER ST, LANSING , MI, 48910",42.693182,-84.5579039,BURMESE INTERNATIONAL REFUGEE DEVELOPMENT ASSOCIATION,2,270272562,0,201112,P84,0,0,3,0,1,1,15,% BIRDA,1200,0,MI,12,0,,3,1,2009,9,0
2121 SHANGRAI LA DR SE,GRAND RAPIDS,49508,1540,"2121 SHANGRAI LA DR SE, GRAND RAPIDS , MI, 49508",42.909729,-85.614975,SUDANESE COMMUNITY REFUGEE SERVICES OF MICHIGAN INC,2,300041170,0,201112,P84,0,0,3,0,1,1,15,% PANDAK KUOT DENG,1200,0,MI,12,0,,3,1,2004,4,0
3190 BURTON ST SE,GRAND RAPIDS,49546,5108,"3190 BURTON ST SE, GRAND RAPIDS , MI, 49546",42.9265595,-85.5890631,SUDANESE COMMUNITY OF WEST MICHIGAN,2,421751879,0,201212,P84,0,0,3,0,1,1,15,% C/O SIMON GOUK,1200,0,MI,12,0,,3,1,2008,9,0
8750 TELEGRAPH RD,TAYLOR,48180,2397,"8750 TELEGRAPH RD, TAYLOR , MI, 48180",42.2450769,-83.2704184,GOOD FOR GOOD INC,2,463083095,0,201312,P84,0,0,3,0,1,1,15,% KENNY KASSED,1200,0,MI,12,0,,3,1,2013,12,0
2722 E MICHIGAN AVE,LANSING,48912,4037,"2722 E MICHIGAN AVE, LANSING , MI, 48912",42.733317,-84.512608,LANSING SOMALI BANTU ORGANIZATION,2,900421235,0,201312,P84,0,0,3,0,1,1,16,% ABDALLAH MUKOMA,1200,0,MI,12,0,,3,1,2009,8,0
PO BOX 7758,GRAND RAPIDS,49510,7758,"PO BOX 7758, GRAND RAPIDS , MI, 49510",42.9267976,-85.6480724,JUBILEE CENTERS INTERNATIONAL,1,264509304,4,201312,P84,0,128265,3,0,1,1,15,% EDWARD DELGADO,1200,132383,MI,12,122293,,3,1,2009,12,4
3319 GREENFIELD RD,DEARBORN,48120,1212,"3319 GREENFIELD RD, DEARBORN , MI, 48120",42.3059597,-83.1885442,ANGEL HOUSE,1,721538930,6,201312,P84,0,668676,3,0,1,1,15,% DIANE DENARO FRANK,1200,668676,MI,12,1275042,,3,1,2003,1,5
111 E KIRBY ST,DETROIT,48202,4003,"111 E KIRBY ST, DETROIT , MI, 48202",42.3611379,-83.0647149,INTERNATIONAL INSTITUTE OF METROPOLITAN DETROIT INC,1,381358200,4,201306,P840,0,414496,3,59566000,1,1,15,,1000,417011,MI,6,215258,,3,1,1981,7,4
3815 W FORT ST,DETROIT,48216,1652,"3815 W FORT ST, DETROIT , MI, 48216",42.314502,-83.083662,LATINO FAMILY SERVICES INC,1,381988679,4,201309,P840,0,720303,3,62000000,1,1,15,,1000,720303,MI,9,392749,,3,1,1973,9,5
1204 GRANDVILLE AVE SW,GRAND RAPIDS,49503,8032,"1204 GRANDVILLE AVE SW, GRAND RAPIDS , MI, 49503",42.9414159,-85.6825318,HISPANIC CENTER OF WESTERN MICHIGAN INC,1,382265825,6,201312,P840,0,1696220,3,408000000,1,1,15,,1000,1760065,MI,12,1526137,,3,1,1980,4,6
300 WEST CHICAGO ROAD,STURGIS,49091,1787,"300 WEST CHICAGO ROAD, STURGIS , MI, 49091",41.7988811,-85.421462,CENTRO DE AYUDA,2,383465964,0,201308,P840,0,0,3,0,1,1,15,% ELIZABETH DATKOVIC,1200,0,MI,8,0,,3,1,2000,7,0
3325 BLUETT RD,ANN ARBOR,48105,1556,"3325 BLUETT RD, ANN ARBOR , MI, 48105",42.312607,-83.693928,PALESTINE AID SOCIETY OF AMERICA,1,382381291,4,201312,P84Z,0,59706,3,995560602,1,1,16,,1000,81528,MI,12,104045,,3,1,1982,6,3
PO BOX 284,IMLAY CITY,48444,284,"PO BOX 284, IMLAY CITY , MI, 48444",43.0247496,-83.0777153,HISPANIC SERVICE CENTER INC,1,382632017,3,201306,P84Z,0,85359,3,569000000,1,1,15,,1000,85359,MI,6,52055,,3,1,1990,7,3
22720 PLYMOUTH RD,REDFORD,48239,1327,"22720 PLYMOUTH RD, REDFORD , MI, 48239",42.371831,-83.26484,NORTH AMERICAN INDIAN ASSOCIATION OF DETROIT INC,1,237192025,3,201306,P84Z,0,160895,3,431000000,5,1,15,,1000,165403,MI,6,48154,,3,1,1973,7,4
1110 SOUTHFIELD RD,LINCOLN PARK,48146,2409,"1110 SOUTHFIELD RD, LINCOLN PARK , MI, 48146",42.249599,-83.173717,AMERICAN INDIAN SERVICES INC,1,381984852,2,201309,P84Z,0,554324,3,561000000,1,1,15,,1000,554324,MI,9,19730,,3,1,1972,8,5
2630 W LAFAYETTE BLVD,DETROIT,48216,2019,"2630 W LAFAYETTE BLVD, DETROIT , MI, 48216",42.3203565,-83.0759089,FREEDOM HOUSE,1,382487626,3,201310,P84Z,0,771024,3,560000000,1,1,15,,1000,771024,MI,10,68079,,3,1,1987,7,5
45892 AMBER LN,SHELBY TOWNSHIP,48315,0,"45892 AMBER LN, SHELBY TOWNSHIP , MI, 48315",42.6516526,-83.0007457,HOPE 4 ALL CHARITY INC,2,271573749,0,201212,P85,0,0,3,0,1,1,15,% MAZIN MICHAEL,1000,0,MI,12,0,,3,1,2010,6,0
PO BOX 43761,DETROIT,48243,761,"PO BOX 43761, DETROIT , MI, 48243",42.3297979,-83.0398296,VETERAN EMPOWERMENT NEIGHBORHOODS,2,452452362,0,201312,P85,0,0,3,0,1,1,15,% VEN,1000,0,MI,12,0,,3,1,2012,9,0
PO BOX 1660,WARREN,48090,1660,"PO BOX 1660, WARREN , MI, 48090",42.5019913,-83.0467126,SOUTHEASTERN MICHIGAN VETERANS STANDDOWN INC,2,383358319,3,201312,P85,0,26210,3,994907000,1,1,15,% DANIEL TYKOSKI,1000,26210,MI,12,37259,,3,1,1998,1,3
1920 24TH ST,PORT HURON,48060,4710,"1920 24TH ST, PORT HURON , MI, 48060",42.9632471,-82.4520899,HELPING HANDS MINISTRIES,1,331200007,4,201312,P85,0,59084,3,0,1,1,15,% DEBBIE KOONTZ,1000,66226,MI,12,102216,,3,1,2010,2,3
PO BOX 4519,FLINT,48504,519,"PO BOX 4519, FLINT , MI, 48504",43.0528038,-83.7517851,FAMILY PROMISE OF GENESEE COUNTY,1,364747380,3,201312,P85,0,70997,3,0,1,1,15,% CECILIA L SAYER,1000,70997,MI,12,65217,,3,1,2013,2,3
8488 ORHAN ST,CANTON,48187,4223,"8488 ORHAN ST, CANTON , MI, 48187",42.350039,-83.430448,HERO OF WASHTENAW COUNTY,1,364178279,1,201312,P85,0,74773,3,994560000,1,1,15,,1000,74773,MI,12,7402,,3,1,1997,11,3
620 CENTURY AVE SW,GRAND RAPIDS,49503,4977,"620 CENTURY AVE SW, GRAND RAPIDS , MI, 49503",42.9517632,-85.6739203,WEST MICHIGAN VETERANS ASSISTANCE PROGRAM,1,450531112,4,201312,P85,0,132628,3,0,1,1,15,% BRIAN GRIPENTROG,1000,132628,MI,12,135101,,3,1,2005,9,4
14933 E 9 MILE RD,EASTPOINTE,48021,2147,"14933 E 9 MILE RD, EASTPOINTE , MI, 48021",42.464728,-82.967207,MACOMB COUNTY WARMING CENTER,1,43594283,3,201312,P85,0,169621,3,0,1,1,15,% KATHY MCKINLEY TREASURER,1000,175356,MI,12,29744,,3,1,2003,11,4
1410 S TELEGRAPH RD,BLOOMFLD HLS,48302,46,"1410 S TELEGRAPH RD, BLOOMFLD HLS , MI, 48302",42.617848,-83.3177819,HOPE HOSPITALITY AND WARMING CENTER INC,1,383571989,4,201312,P85,0,221622,3,0,1,1,15,% COMMON GROUND,1000,221622,MI,12,104042,,3,1,2002,2,4
PO BOX 40388,REDFORD,48240,388,"PO BOX 40388, REDFORD , MI, 48240",42.42421,-83.3041061,UNIQUE RESCUE BASE,0,383440938,1,201012,P85,1,,3,0,1,1,4,% DOUGLAS YEE,1000,1,MI,12,1,,3,1,1999,3,1
12511 STUART RD,SAINT CHARLES,48655,9643,"12511 STUART RD, SAINT CHARLES , MI, 48655",43.239905,-84.090194,ROAD TO DAMASCUS INC,1,900825769,0,,P85,0,,3,0,1,1,15,,1000,,MI,12,,,3,1,2012,9,0
7310 WOODWARD AVE STE 701,DETROIT,48202,3165,"7310 WOODWARD AVE STE 701, DETROIT , MI, 48202",42.3707796,-83.0729352,SHELTERS OF LOVE,2,562648279,0,201312,P85,0,0,3,0,1,1,15,% RYAN MORRIS,1200,0,MI,12,0,,3,1,2007,5,0
301 E HAMILTON AVE,FLINT,48505,4679,"301 E HAMILTON AVE, FLINT , MI, 48505",43.036465,-83.700992,R U T H RESOURCES UNITED TO HELP FELLOWSHIP CORPORATION,0,382963657,1,201312,P85Z,1,,3,994400000,1,1,4,% ELLA WRIGHT,1000,1,MI,12,1,,3,1,1995,4,1
1574 WINCHESTER AVE,LINCOLN PARK,48146,3861,"1574 WINCHESTER AVE, LINCOLN PARK , MI, 48146",42.23295,-83.186076,DOWNRIVER ASSOCIATION FOR THE BLIND AND VISUALLY IMPAIRED INC,2,383172394,1,201312,P86,0,-321,3,160000000,1,1,15,% MARY EILEEN HOGAN,1000,1860,MI,12,1113,,3,1,2012,5,1
3715 15 MILE RD,STERLING HTS,48310,5358,"3715 15 MILE RD, STERLING HTS , MI, 48310",42.5506525,-83.0727694,STERLING SERVICE DOGS,2,383375951,0,201312,P86,0,0,3,0,1,1,15,,1000,0,MI,12,0,,3,1,2002,1,0
PO BOX 14163,LANSING,48901,4163,"PO BOX 14163, LANSING , MI, 48901",42.7327,-84.5557199,LANSING HOST LIONS CHARITIES INC,2,383538391,0,201306,P86,0,0,3,0,1,1,16,% NEIL A MCLEAN,1000,0,MI,6,0,,3,1,2000,12,0
41251 BEACON RD,NOVI,48375,5204,"41251 BEACON RD, NOVI , MI, 48375",42.444455,-83.449596,GIVING SONGS INC,2,455104852,0,201309,P86,0,0,3,0,1,1,16,% BRENT JOHNSON,1000,0,MI,9,0,,3,1,2013,9,0
PO BOX 826,LINCOLN PARK,48146,826,"PO BOX 826, LINCOLN PARK , MI, 48146",42.2401741,-83.1756188,LINCOLN PARK LIONS CHARITES INC,2,611488610,0,201306,P86,0,0,3,0,1,1,15,,1000,0,MI,6,0,,3,1,2005,7,0
2826 TALL OAKS CT APT 15,AUBURN HILLS,48326,4151,"2826 TALL OAKS CT APT 15, AUBURN HILLS , MI, 48326",42.6251274,-83.2320451,AMERICAN BLIND BOWLING ASSOCIATION INC,2,246024973,2,201307,P86,0,22817,3,160300914,1,1,15,% ROZELLA CAMPBELL,1000,22817,MI,7,24305,,6,1,2000,8,2
704 KIRKTON CT,ROCHESTER HLS,48307,2844,"704 KIRKTON CT, ROCHESTER HLS , MI, 48307",42.669724,-83.124129,EBLIND,2,383486685,0,201312,P86,0,0,3,0,1,1,15,% RICHARD WOLFF,1200,0,MI,12,0,,3,1,1999,12,0
52015 HAYES RD,SHELBY TWP,48315,2523,"52015 HAYES RD, SHELBY TWP , MI, 48315",42.678962,-82.975696,ICHALLENGED INC,1,274092606,3,201312,P86,0,79077,3,0,1,1,15,% JOHN WHITACRE,1200,83077,MI,12,43250,,3,1,2011,10,3
32049 MARGARET CT,WARREN,48093,1191,"32049 MARGARET CT, WARREN , MI, 48093",42.5299006,-83.0170087,K-10 PROJECT INC,2,273682955,0,201312,P86,0,0,3,0,1,1,15,% JOANNA NOBLE,1240,0,MI,12,0,,3,1,2011,1,0
1039 S ROCHESTER RD,ROCHESTER HLS,48307,3115,"1039 S ROCHESTER RD, ROCHESTER HLS , MI, 48307",42.6647446,-83.1315024,LEADER DOGS FOR THE BLIND,1,381366931,8,201306,P860,0,16138510,3,59160000,1,1,15,,1200,16727463,MI,6,18624478,,3,1,1952,12,8
598 PILGRIM DR E,SAGINAW,48638,7129,"598 PILGRIM DR E, SAGINAW , MI, 48638",43.419619,-84.019991,HEARING LOSS ASSOCIATION OF AMERICA,2,10798072,0,201312,P87,0,0,3,0,5,1,15,% BONNIE HOLT,1000,0,MI,12,0,MID-MICHIGAN AREA CHAPTER,9,1,2001,11,0
PO BOX 155,NORWAY,49870,155,"PO BOX 155, NORWAY , MI, 49870",45.8182735,-87.9024984,HEAR FOR YOU,2,263655953,0,201312,P87,0,0,3,0,1,1,15,% AMY ORTMAN,1000,0,MI,12,0,,3,1,2009,8,0
13560 E MCNICHOLS RD,DETROIT,48205,3426,"13560 E MCNICHOLS RD, DETROIT , MI, 48205",42.426433,-82.984664,DAD DELPHINE ALFRED DUNCAN FOUNDATION FOR THE DEAF AND HARD,2,273087045,0,201312,P87,0,0,3,0,1,1,15,% ANNEBELLE DUNCAN,1000,0,MI,12,0,,3,1,2012,12,0
3926 PONTIAC AVE,KALAMAZOO,49006,1928,"3926 PONTIAC AVE, KALAMAZOO , MI, 49006",42.3094958,-85.6376464,HEARING LOSS ASSOCIATION OF AMERICA,2,382758857,0,201312,P87,0,0,3,0,5,1,15,% WILLIAM MILLER,1000,0,MI,12,0,KALAMAZOO CHAPTER,9,1,2001,11,0
36027 FLORANE ST,WESTLAND,48186,4184,"36027 FLORANE ST, WESTLAND , MI, 48186",42.303826,-83.395242,METRO DETROIT DEAF SENIOR CITIZENS,2,383391895,0,201312,P87,0,0,3,0,1,1,15,% PATRICIA RILEY,1000,0,MI,12,0,,3,1,2001,11,0
2111 ORCHARD LAKE RD STE 101,SYLVAN LAKE,48320,1781,"2111 ORCHARD LAKE RD STE 101, SYLVAN LAKE , MI, 48320",42.6131249,-83.325703,DEAF WOMENS ADVOCACY SERVICES,2,383486067,0,201312,P87,0,0,3,0,1,1,15,% DEAF COMMUNITY ADVOCACY NETWORK,1000,0,MI,12,0,,3,1,2000,2,0
5750 STRATHDON WAY,WATERFORD,48327,2051,"5750 STRATHDON WAY, WATERFORD , MI, 48327",42.654088,-83.400376,SKLR INC,2,450996838,0,201212,P87,0,0,3,0,1,1,15,% GLORIA KAMINSKI,1000,0,MI,12,0,,3,1,2012,9,0
PO BOX 972774,YPSILANTI,48197,847,"PO BOX 972774, YPSILANTI , MI, 48197",42.1966292,-83.6135572,GODS DIVINE DESIGN INC,2,510451375,0,201312,P87,0,0,3,0,1,1,15,% ROCHELLE KINCHEN,1000,0,MI,12,0,,3,1,2003,8,0
4201 SAINT ANTOINE ST,DETROIT,48201,2153,"4201 SAINT ANTOINE ST, DETROIT , MI, 48201",42.3529659,-83.0544129,LIONS HEARING CENTER OF MICHIGAN,1,201311803,4,201306,P87,0,396969,3,0,1,1,15,% ROBERT H MATHOG,1000,409474,MI,6,119939,,3,1,2004,9,4
33006 WEST SEVEN MILE RD STE 254,LIVONIA,48152,1358,"33006 WEST SEVEN MILE RD STE 254, LIVONIA , MI, 48152",42.4262625,-83.3703633,DEAF RESOURCES & EMPOWERMENT ACCESS OF MICHIGAN,2,460854271,0,,P87,0,,3,0,1,1,15,% YAKATA NICHOLS,1000,,MI,12,,,3,1,2012,10,0
19800 BERG RD,DETROIT,48219,1121,"19800 BERG RD, DETROIT , MI, 48219",42.435484,-83.267625,HANDS OF PURE EXPRESSIONS,2,800521116,0,201312,P87,0,0,3,0,1,1,15,% LASAUNDRA BEASLEY,1200,0,MI,12,0,,3,1,2010,8,0
PO BOX 8812,KENTWOOD,49518,8812,"PO BOX 8812, KENTWOOD , MI, 49518",42.9862014,-85.625085,DEAF INC,1,820555112,4,201312,P87,0,784461,3,0,1,1,15,,1200,787541,MI,12,312755,,3,1,2002,9,5
1646 ROCK VALLEY DR,KALAMAZOO,49006,1450,"1646 ROCK VALLEY DR, KALAMAZOO , MI, 49006",42.3080829,-85.6304282,MICHIGAN SCHOOL PROFESSIONALS FOR STUDENTS WHO ARE DHH,2,454276405,0,,P87,0,,3,0,1,1,15,% RONDA KUHNERT,1200,,MI,6,,MSPSDHH,3,1,2013,4,0
4341 KENTWOOD AVE,FLINT,48507,3520,"4341 KENTWOOD AVE, FLINT , MI, 48507",42.9644649,-83.715208,INTERNATIONAL CATHOLIC DEAF ASSN,2,386154796,0,201312,P87,0,0,3,59029319,5,1,16,% MIKE TYLER,1700,0,MI,12,0,83 CHAPTER,9,1,1957,11,0
PO BOX 232,PLAINWELL,49080,232,"PO BOX 232, PLAINWELL , MI, 49080",42.4400357,-85.6489035,PINE LAKE FUND,1,382331621,6,201309,P8X1,0,788201,3,602603000,1,1,17,,1000,788201,MI,9,1621659,,3,1,1981,3,5
3250 NORTH MONROE RM 136,MONROE,48162,9297,"3250 NORTH MONROE RM 136, MONROE , MI, 48162",41.961905,-83.3752577,VETS INCORPORATED,2,382895520,3,201306,P8XZ,0,11000,3,559000000,1,1,15,,1000,11000,MI,6,53707,,3,1,1991,12,2
1022 MICHIGAN AVE,ALMA,48801,1330,"1022 MICHIGAN AVE, ALMA , MI, 48801",43.3815748,-84.6466661,HANDICAPPERS INFORMATION COUNCIL AND PATIENT EQUIPMENT LOCKER INC,1,382420713,6,201309,P8XZ,0,193767,3,179000000,1,1,15,,1000,193767,MI,9,1302653,,1,1,1983,12,4
